id_cliente,genero,regiao,faixa_etaria,renda_mensal,score_bureau,tempo_emprego_meses,y_real,score_modelo_v1,pred_v1,score_modelo_v2,pred_v2,obs_internas
C00895,M,Norte,26-40,3931.62,642,59,0,0.58961,1,0.702478,1,
C00896,F,Centro-Oeste,41-60,4244.95,733,102,1,0.847504,1,0.829568,1,
C00897,F,Nordeste,26-40,2434.29,571,20,0,0.07051,0,0.169054,0,
C00898,F,Sul,60+,1095.76,308,151,0,0.01679,0,0.004642,0,
C00899,M,Sudeste,41-60,2931.16,568,125,0,0.621536,1,0.470371,0,
C00900,F,Nordeste,41-60,2573.74,522,135,0,0.562315,1,0.364025,0,
C00901,M,Sudeste,41-60,5934.56,725,146,1,0.951932,1,0.898538,1,
C00902,M,Norte,41-60,4380.22,757,158,1,0.928495,1,0.818681,1,
C00903,F,Sudeste,41-60,11376.01,594,93,1,0.812385,1,0.816686,1,
C00904,F,Sul,18-25,2302.25,635,0,0,0.091869,0,0.276956,0,
C00905,M,Nordeste,26-40,3440.61,689,33,1,0.510212,1,0.723546,1,
C00906,M,Sudeste,26-40,4269.19,671,106,0,0.614111,1,0.546762,1,
C00907,F,Norte,26-40,3217.46,690,27,1,0.420683,0,0.666187,1,
C00908,M,Norte,41-60,4351.98,419,137,0,0.28442,0,0.13969,0,
C00909,M,Nordeste,18-25,1412.33,693,0,1,0.346131,0,0.674973,1,
C00910,M,Sudeste,41-60,4455.04,662,172,1,0.916547,1,0.754188,1,
C00911,F,Nordeste,41-60,3529.35,747,170,1,0.974228,1,0.917664,1,
C00912,F,Nordeste,26-40,2377.13,345,0,0,0.012467,0,0.041685,0,
C00913,M,Nordeste,60+,4206.66,595,167,0,0.830697,1,0.58795,1,
C00914,M,Nordeste,26-40,5337.45,737,178,1,0.977479,1,0.920882,1,
C00915,M,Nordeste,26-40,1674.93,530,70,0,0.200188,0,0.232076,0,
C00916,F,Sudeste,26-40,1000.0,493,55,0,0.02305,0,0.031206,0,
C00917,M,Sudeste,26-40,9057.39,736,58,0,0.846275,1,0.912232,1,
C00918,M,Sudeste,60+,3553.2,706,236,1,0.981202,1,0.841042,1,
C00919,F,Sul,26-40,3527.66,646,92,1,0.707406,1,0.700171,1,
C00920,F,Centro-Oeste,18-25,2666.19,638,41,0,0.451938,0,0.634739,1,
C00921,M,Nordeste,18-25,2571.22,587,16,0,0.092215,0,0.227266,0,
C00922,F,Sudeste,18-25,1730.38,678,0,1,0.324118,0,0.655346,1,
C00923,M,Norte,41-60,3741.09,595,151,1,0.829143,1,0.642875,1,
C00924,M,Sul,26-40,1000.0,532,79,0,0.161264,0,0.161294,0,
C00925,M,Nordeste,26-40,2309.14,614,87,0,0.333211,0,0.320069,0,
C00926,M,Sudeste,41-60,2832.53,611,170,1,0.850508,1,0.605494,1,
C00927,F,Sudeste,41-60,3721.16,537,117,0,0.268314,0,0.177235,0,
C00928,M,Norte,18-25,2051.81,673,50,0,0.483898,0,0.630031,1,
C00929,M,Sudeste,26-40,5004.15,672,77,0,0.736656,1,0.781888,1,
C00930,M,Nordeste,41-60,7934.09,719,210,1,0.964741,1,0.811791,1,
C00931,F,Norte,26-40,2881.21,643,43,1,0.458187,0,0.635429,1,
C00932,M,Nordeste,26-40,3253.32,579,103,1,0.650046,1,0.591133,1,
C00933,F,Sul,41-60,3708.01,751,121,0,0.934811,1,0.902549,1,
C00934,M,Sul,41-60,4311.31,573,142,0,0.628489,1,0.408176,0,
C00935,M,Sul,26-40,2028.21,454,77,0,0.06093,0,0.061277,0,
C00936,M,Sudeste,60+,2888.34,627,209,0,0.829287,1,0.404031,0,
C00937,F,Centro-Oeste,26-40,4849.12,685,87,1,0.770889,1,0.786916,1,
C00938,M,Centro-Oeste,41-60,5813.41,620,129,1,0.843446,1,0.749124,1,
C00939,F,Nordeste,41-60,4377.8,747,163,1,0.96122,1,0.892779,1,
C00940,M,Nordeste,18-25,4088.51,677,39,1,0.520635,1,0.714649,1,
C00941,F,Nordeste,41-60,4340.13,588,83,0,0.452227,0,0.476438,0,
C00942,F,Sudeste,41-60,2748.88,476,86,1,0.145138,0,0.139255,0,
C00943,M,Sul,60+,3260.23,559,202,0,0.830704,1,0.439998,0,
C00944,M,Nordeste,41-60,4575.65,588,104,0,0.523255,1,0.453116,0,
C00945,M,Nordeste,60+,1365.17,502,205,0,0.67972,1,0.225439,0,
C00946,F,Sul,41-60,3192.74,711,73,1,0.725684,1,0.77966,1,
C00947,M,Sudeste,18-25,2463.48,696,74,1,0.707697,1,0.755514,1,
C00948,M,Nordeste,60+,5062.21,609,188,0,0.885893,1,0.623604,1,
C00949,M,Centro-Oeste,26-40,7398.31,807,110,1,0.958943,1,0.951612,1,
C00950,F,Sudeste,26-40,3496.88,545,36,1,0.226941,0,0.395644,0,
C00951,F,Sudeste,41-60,3104.11,626,91,1,0.469149,0,0.459075,0,
C00952,M,Nordeste,26-40,5153.37,660,95,1,0.81709,1,0.81087,1,
C00953,M,Sudeste,60+,2293.51,534,151,0,0.482222,0,0.242712,0,
C00954,F,Sul,26-40,6121.8,817,0,1,0.879011,1,0.971941,1,
C00955,F,Norte,41-60,5542.43,618,91,1,0.704881,1,0.706467,1,
C00956,M,Norte,41-60,3841.74,634,190,1,0.934048,1,0.743093,1,
C00957,F,Nordeste,41-60,6637.56,769,169,1,0.979534,1,0.938824,1,
C00958,M,Nordeste,26-40,2665.5,705,101,1,0.77768,1,0.746373,1,
C00959,M,Sudeste,41-60,2265.79,681,143,0,0.87561,1,0.747488,1,
C00960,F,Nordeste,41-60,6336.66,662,140,1,0.910478,1,0.829746,1,
C00961,F,Sudeste,26-40,4071.38,573,36,1,0.298869,0,0.49431,0,
C00962,F,Nordeste,26-40,4510.36,639,43,0,0.472424,0,0.657267,1,
C00963,M,Nordeste,41-60,4554.66,600,135,1,0.550953,1,0.362858,0,
C00964,F,Nordeste,26-40,2237.75,542,31,0,0.16162,0,0.308621,0,
C00965,F,Nordeste,60+,6444.03,684,165,1,0.955055,1,0.873976,1,
C00966,F,Nordeste,41-60,8787.2,796,169,1,0.988549,1,0.966422,1,
C00967,M,Sudeste,60+,1689.22,443,196,0,0.469265,0,0.121558,0,
C00968,F,Nordeste,18-25,3283.69,711,0,1,0.389684,0,0.731713,1,
C00969,F,Sudeste,41-60,6426.98,637,147,1,0.905045,1,0.801614,1,
C00970,M,Sudeste,26-40,2736.43,546,59,1,0.183676,0,0.244857,0,
C00971,F,Nordeste,26-40,4389.56,703,130,1,0.900555,1,0.833996,1,
C00972,M,Centro-Oeste,26-40,5017.4,672,96,1,0.841339,1,0.834099,1,
C00973,M,Nordeste,26-40,3705.85,727,94,1,0.847631,1,0.844913,1,
C00974,F,Centro-Oeste,18-25,3398.45,857,0,1,0.774017,1,0.940493,1,
C00975,M,Nordeste,26-40,1852.76,579,63,1,0.308616,0,0.383896,0,
C00976,M,Sudeste,26-40,1980.95,583,101,0,0.31793,0,0.254492,0,
C00977,F,Sudeste,18-25,1262.22,441,0,0,0.009606,0,0.030564,0,
C00978,M,Nordeste,41-60,6235.5,677,177,1,0.973023,1,0.906252,1,
C00979,M,Nordeste,60+,7027.77,988,323,1,0.999815,1,0.994124,1,
C00980,F,Norte,26-40,2952.73,689,86,0,0.728696,1,0.741608,1,
C00981,F,Sudeste,60+,4163.63,729,204,1,0.972445,1,0.85917,1,
C00982,F,Nordeste,26-40,2539.42,545,0,1,0.147735,0,0.399414,0,
C00983,F,Sul,18-25,3127.79,578,8,1,0.232996,0,0.515406,1,
C00984,F,Sudeste,18-25,1071.62,543,0,0,0.030149,0,0.094906,0,
C00985,F,Nordeste,60+,5822.07,748,200,1,0.983907,1,0.921379,1,
C00986,M,Sul,41-60,1782.3,571,134,0,0.538557,1,0.34382,0,
C00987,F,Nordeste,41-60,8336.57,672,168,1,0.980528,1,0.940969,1,
C00988,M,Sul,41-60,2635.85,635,186,0,0.886768,1,0.622395,1,
C00989,F,Sul,26-40,4681.53,678,22,1,0.573097,1,0.80416,1,
C00990,M,Nordeste,41-60,2808.04,483,115,1,0.295398,0,0.202242,0,
C00991,F,Centro-Oeste,60+,3542.25,596,182,1,0.835324,1,0.533879,1,
C00992,F,Sul,18-25,2189.33,700,14,0,0.382278,0,0.669915,1,
C00993,F,Norte,26-40,2988.08,563,59,0,0.320422,0,0.420706,0,
C00994,M,Nordeste,41-60,6214.41,640,143,1,0.900811,1,0.803779,1,
C00995,M,Norte,18-25,5069.62,834,36,1,0.870809,1,0.947365,1,
C00996,M,Sudeste,41-60,2735.42,508,148,0,0.324582,0,0.141944,0,
C00997,M,Sudeste,26-40,2230.95,555,60,1,0.260723,0,0.341526,0,
C00998,F,Sudeste,26-40,2474.47,621,85,0,0.284221,0,0.280526,0,
C00999,F,Nordeste,41-60,7774.69,719,155,1,0.970394,1,0.928467,1,
C01000,M,Nordeste,41-60,3255.08,718,154,1,0.919395,1,0.809189,1,
C01001,M,Sudeste,26-40,1874.71,619,21,1,0.208135,0,0.421968,0,
C01002,F,Nordeste,41-60,1494.23,702,198,1,0.928426,1,0.689283,1,
C01003,M,Sul,26-40,3872.96,648,61,1,0.553233,1,0.663842,1,
C01004,M,Sul,41-60,3566.88,602,143,0,0.770406,1,0.585437,1,
C01005,F,Sudeste,26-40,1552.12,418,22,0,0.016298,0,0.036839,0,
C01006,M,Centro-Oeste,18-25,2571.1,672,64,1,0.533401,1,0.629063,1,
C01007,M,Sudeste,41-60,3918.74,602,146,1,0.746108,1,0.543229,1,
C01008,M,Norte,26-40,3959.5,552,121,1,0.597218,1,0.465456,0,
C01009,F,Centro-Oeste,26-40,1795.91,466,0,0,0.01781,0,0.058043,0,
C01010,F,Nordeste,41-60,9550.93,647,75,1,0.821592,1,0.864418,1,
C01011,M,Sul,41-60,5783.11,707,86,1,0.898349,1,0.910113,1,
C01012,F,Sudeste,60+,6206.07,610,185,1,0.913528,1,0.706693,1,
C01013,F,Nordeste,18-25,2731.13,686,24,1,0.258412,0,0.484392,0,
C01014,M,Sudeste,18-25,1503.93,749,0,0,0.189627,0,0.474648,0,
C01015,M,Sudeste,26-40,4152.57,504,35,0,0.091503,0,0.177575,0,
C01016,M,Nordeste,26-40,4852.05,673,74,1,0.72774,1,0.781866,1,
C01017,F,Sudeste,41-60,2184.57,651,151,1,0.744316,1,0.514196,1,
C01018,M,Sudeste,26-40,4545.61,626,115,1,0.72986,1,0.647222,1,
C01019,F,Norte,26-40,3139.34,690,96,1,0.729956,1,0.712599,1,
C01020,M,Nordeste,41-60,2792.29,578,135,0,0.61639,1,0.425929,0,
C01021,M,Nordeste,41-60,2376.33,588,107,0,0.55332,1,0.469114,0,
C01022,M,Nordeste,41-60,2865.05,580,110,0,0.507172,1,0.414854,0,
C01023,F,Sudeste,18-25,1022.84,489,0,0,0.013373,0,0.04242,0,
C01024,F,Sul,18-25,2529.54,594,42,1,0.347791,0,0.518425,1,
C01025,M,Sudeste,41-60,3235.68,591,172,1,0.744253,1,0.43244,0,
C01026,M,Sul,41-60,10687.26,612,181,1,0.892312,1,0.668168,1,
C01027,F,Centro-Oeste,26-40,2423.96,710,82,0,0.757862,1,0.779661,1,
C01028,F,Sudeste,41-60,5678.56,842,180,1,0.990967,1,0.967978,1,
C01029,M,Norte,41-60,3363.48,561,128,1,0.728537,1,0.582662,1,
C01030,F,Sul,41-60,4030.95,817,228,1,0.996022,1,0.968587,1,
C01031,F,Sudeste,26-40,4177.05,601,51,1,0.454051,0,0.604456,1,
C01032,M,Sudeste,60+,2935.03,518,232,1,0.723043,1,0.193318,0,
C01033,M,Sudeste,26-40,3980.37,641,59,1,0.647884,1,0.751593,1,
C01034,M,Sudeste,41-60,6094.47,640,150,1,0.872005,1,0.732974,1,
C01035,M,Norte,18-25,1759.87,638,15,0,0.311782,0,0.581487,1,
C01036,M,Nordeste,26-40,2858.97,605,17,0,0.337106,0,0.60818,1,
C01037,F,Sudeste,41-60,6067.22,677,155,1,0.936203,1,0.847626,1,
C01038,M,Sudeste,26-40,3602.9,560,69,0,0.417772,0,0.489164,0,
C01039,F,Centro-Oeste,26-40,4362.67,679,109,1,0.821317,1,0.778451,1,
C01040,F,Sudeste,26-40,3449.78,691,37,1,0.593616,1,0.77521,1,
C01041,F,Centro-Oeste,26-40,5280.95,686,63,0,0.538946,1,0.642974,1,
C01042,M,Nordeste,18-25,1717.69,619,42,0,0.339977,0,0.504233,1,
C01043,M,Nordeste,41-60,1906.87,594,169,0,0.47983,0,0.187049,0,
C01044,F,Centro-Oeste,60+,4523.97,723,196,1,0.942105,1,0.753183,1,
C01045,F,Sudeste,60+,4961.4,654,142,0,0.896397,1,0.796462,1,
C01046,M,Sudeste,26-40,1257.34,476,60,0,0.034135,0,0.04316,0,
C01047,F,Sudeste,60+,1635.28,559,122,1,0.334729,0,0.2123,0,
C01048,F,Norte,41-60,5780.03,733,166,1,0.970625,1,0.915077,1,
C01049,M,Nordeste,26-40,2075.66,575,12,1,0.140216,0,0.340219,0,
C01050,F,Sul,41-60,3277.19,596,125,1,0.520367,1,0.36379,0,
C01051,M,Sudeste,18-25,1899.85,638,0,1,0.225752,0,0.533247,1,
C01052,M,Centro-Oeste,26-40,3511.36,531,0,0,0.101766,0,0.307654,0,
C01053,M,Sudeste,26-40,3195.82,603,77,1,0.394099,0,0.435983,0,
C01054,F,Centro-Oeste,26-40,4879.58,726,34,1,0.659601,1,0.834403,1,
C01055,M,Nordeste,60+,2919.48,503,213,1,0.636955,1,0.177618,0,
C01056,F,Sul,26-40,1439.23,511,10,0,0.067774,0,0.181838,0,
C01057,F,Sudeste,41-60,2692.04,542,88,0,0.270867,0,0.251885,0,
C01058,M,Sul,26-40,5274.54,673,56,1,0.59571,1,0.725957,1,
C01059,M,Sudeste,60+,3110.72,575,202,1,0.846436,1,0.469792,0,
C01060,M,Sul,18-25,1000.0,541,19,0,0.037946,0,0.089005,0,
C01061,F,Sudeste,41-60,3391.33,780,167,1,0.973498,1,0.920056,1,
C01062,M,Nordeste,41-60,4699.26,508,136,1,0.621331,1,0.42995,0,
C01063,F,Centro-Oeste,26-40,1757.04,726,67,1,0.441821,0,0.526509,1,
C01064,M,Sudeste,41-60,4884.39,566,70,1,0.552803,1,0.626014,1,
C01065,M,Sudeste,26-40,1309.32,611,118,0,0.681684,1,0.5516,1,
C01066,M,Sudeste,18-25,2372.22,691,18,0,0.391556,0,0.665095,1,
C01067,M,Norte,41-60,3646.22,778,168,1,0.973613,1,0.91962,1,
C01068,F,Sul,41-60,2724.44,554,110,0,0.190064,0,0.13125,0,
C01069,F,Sudeste,18-25,1481.98,563,15,1,0.072551,0,0.185274,0,
C01070,F,Sudeste,26-40,4770.41,678,38,1,0.582668,1,0.768434,1,
C01071,F,Sudeste,41-60,8054.54,762,231,1,0.992575,1,0.942022,1,
C01072,F,Sudeste,41-60,1776.88,573,133,1,0.334116,0,0.178893,0,
C01073,F,Norte,26-40,4140.48,593,19,0,0.382416,0,0.652966,1,
C01074,F,Norte,18-25,1947.04,692,0,1,0.227019,0,0.542408,1,
C01075,F,Sul,41-60,3872.37,563,71,1,0.533318,1,0.598285,1,
C01076,F,Sudeste,26-40,4934.19,686,47,1,0.793871,1,0.888789,1,
C01077,F,Centro-Oeste,41-60,3616.08,595,84,0,0.573813,1,0.590499,1,
C01078,M,Sudeste,41-60,4214.03,692,135,1,0.859743,1,0.756825,1,
C01079,M,Nordeste,60+,4780.52,688,217,1,0.938755,1,0.670349,1,
C01080,M,Sudeste,26-40,2550.47,610,92,1,0.495432,0,0.474905,0,
C01081,M,Sudeste,26-40,1000.0,443,5,0,0.006205,0,0.018046,0,
C01082,F,Sudeste,41-60,1519.55,356,64,0,0.01217,0,0.013927,0,
C01083,F,Nordeste,26-40,6697.98,788,135,1,0.979523,1,0.963751,1,
C01084,F,Norte,41-60,3952.09,613,45,0,0.470226,0,0.642327,1,
C01085,M,Sudeste,41-60,3519.19,470,137,1,0.45576,0,0.26583,0,
C01086,F,Sudeste,18-25,1579.77,552,0,0,0.031509,0,0.102468,0,
C01087,F,Sudeste,26-40,1661.09,490,14,0,0.028573,0,0.074463,0,
C01088,F,Nordeste,41-60,1000.0,315,149,0,0.025044,0,0.007156,0,
C01089,M,Sul,60+,2188.65,517,201,0,0.646467,1,0.210888,0,
C01090,M,Nordeste,18-25,2219.58,823,106,1,0.93428,1,0.920238,1,
C01091,M,Sudeste,26-40,4511.95,650,64,1,0.585645,1,0.685652,1,
C01092,M,Centro-Oeste,26-40,7015.13,852,82,1,0.972742,1,0.979473,1,
C01093,M,Nordeste,41-60,6432.7,594,179,1,0.939958,1,0.796248,1,
C01094,M,Sudeste,18-25,1095.97,569,50,0,0.129482,0,0.194971,0,
C01095,F,Sul,60+,4965.62,743,203,1,0.983264,1,0.913487,1,
C01096,M,Centro-Oeste,18-25,1281.5,614,51,0,0.117546,0,0.174034,0,
C01097,F,Nordeste,26-40,2352.63,680,60,1,0.529023,1,0.627187,1,
C01098,M,Norte,41-60,3908.32,635,157,1,0.914547,1,0.787142,1,
C01099,F,Sudeste,60+,3411.71,541,159,0,0.572917,1,0.286873,0,
C01100,F,Sudeste,41-60,7797.46,655,116,1,0.871783,1,0.828808,1,
C01101,M,Sudeste,26-40,4296.47,774,90,1,0.930782,1,0.935748,1,
C01102,M,Sul,41-60,3230.19,540,181,0,0.719691,1,0.362149,0,
C01103,M,Centro-Oeste,18-25,1438.74,613,71,1,0.420717,0,0.470343,0,
C01104,F,Nordeste,60+,3392.24,614,219,1,0.947604,1,0.695298,1,
C01105,F,Centro-Oeste,26-40,3784.47,684,86,1,0.825844,1,0.837887,1,
C01106,M,Sudeste,41-60,9202.39,642,157,1,0.910162,1,0.783062,1,
C01107,M,Sudeste,26-40,1525.27,535,122,0,0.133176,0,0.071368,0,
C01108,M,Sul,18-25,1342.57,644,52,0,0.128075,0,0.189086,0,
C01109,M,Norte,41-60,6075.43,660,191,1,0.971512,1,0.878625,1,
C01110,M,Nordeste,18-25,1182.99,507,15,1,0.0159,0,0.040817,0,
C01111,M,Sudeste,18-25,1273.8,527,0,0,0.062756,0,0.193038,0,
C01112,M,Nordeste,26-40,5545.05,736,126,1,0.940871,1,0.907137,1,
C01113,F,Sudeste,41-60,3135.03,663,161,1,0.911449,1,0.768461,1,
C01114,F,Sudeste,18-25,1000.0,575,0,0,0.040998,0,0.127138,0,
C01115,M,Nordeste,41-60,2537.88,603,167,1,0.782736,1,0.501289,1,
C01116,M,Sudeste,41-60,1000.0,449,141,0,0.232409,0,0.097909,0,
C01117,M,Nordeste,26-40,2719.23,532,45,0,0.132505,0,0.222862,0,
C01118,F,Sul,18-25,1595.27,662,26,0,0.227557,0,0.43224,0,
C01119,M,Sudeste,41-60,2156.61,539,129,0,0.590413,1,0.412195,0,
C01120,F,Sul,41-60,5455.44,591,109,1,0.760707,1,0.703369,1,
C01121,F,Sul,41-60,2916.96,503,98,0,0.376161,0,0.32618,0,
C01122,F,Nordeste,26-40,2448.66,561,78,0,0.198564,0,0.208526,0,
C01123,M,Sudeste,26-40,3077.74,743,64,1,0.761657,1,0.833192,1,
C01124,M,Nordeste,60+,2136.62,545,287,1,0.96302,1,0.508421,1,
C01125,F,Norte,26-40,3981.55,535,35,0,0.230077,0,0.393322,0,
C01126,M,Sul,26-40,3216.07,575,28,0,0.265477,0,0.479757,0,
C01127,F,Sudeste,60+,4728.09,585,260,0,0.964232,1,0.643055,1,
C01128,F,Nordeste,26-40,5146.98,674,115,1,0.812782,1,0.753373,1,
C01129,M,Sul,41-60,4618.03,571,156,1,0.759017,1,0.520744,1,
C01130,M,Sul,26-40,1745.76,428,50,0,0.025676,0,0.038114,0,
C01131,M,Sudeste,18-25,1000.0,489,12,0,0.048024,0,0.12509,0,
C01132,F,Centro-Oeste,41-60,4839.81,676,132,1,0.91289,1,0.848592,1,
C01133,M,Centro-Oeste,41-60,4139.11,560,153,0,0.542258,1,0.286454,0,
C01134,M,Nordeste,26-40,2763.63,545,50,0,0.160547,0,0.250577,0,
C01135,F,Nordeste,26-40,2540.13,674,0,1,0.169932,0,0.443729,0,
C01136,M,Sul,60+,2702.9,612,231,0,0.907769,1,0.501165,1,
C01137,F,Nordeste,60+,1080.34,420,183,0,0.202115,0,0.044218,0,
C01138,M,Nordeste,26-40,2004.52,583,72,1,0.337431,0,0.38345,0,
C01139,F,Sudeste,26-40,3956.05,681,101,1,0.719905,1,0.677986,1,
C01140,F,Nordeste,18-25,3074.22,682,0,0,0.247496,0,0.579155,1,
C01141,F,Nordeste,26-40,4419.85,649,49,0,0.521514,1,0.680417,1,
C01142,M,Sudeste,41-60,2647.1,627,143,1,0.660805,1,0.434686,0,
C01143,F,Centro-Oeste,26-40,2577.11,569,71,1,0.157096,0,0.182609,0,
C01144,F,Sudeste,18-25,1775.94,498,0,0,0.070219,0,0.215037,0,
C01145,M,Sul,18-25,1000.0,515,47,0,0.036845,0,0.05657,0,
C01146,M,Nordeste,41-60,3219.17,527,107,0,0.449489,0,0.367221,0,
C01147,F,Sul,41-60,2848.57,593,115,1,0.435033,0,0.319244,0,
C01148,F,Sul,41-60,1884.67,375,76,0,0.055405,0,0.056739,0,
C01149,F,Sudeste,18-25,2884.59,746,52,1,0.661751,1,0.786487,1,
C01150,M,Nordeste,26-40,1043.85,461,32,0,0.016886,0,0.032288,0,
C01151,F,Sudeste,26-40,6368.91,892,56,1,0.963474,1,0.981787,1,
C01152,F,Centro-Oeste,26-40,1997.85,454,0,0,0.054315,0,0.170747,0,
C01153,M,Nordeste,26-40,2755.79,446,75,0,0.179782,0,0.196789,0,
C01154,F,Centro-Oeste,41-60,1447.71,606,175,0,0.487407,0,0.174667,0,
C01155,F,Norte,41-60,7454.99,549,70,0,0.614482,1,0.689717,1,
C01156,F,Sudeste,18-25,1826.46,453,0,0,0.021938,0,0.070491,0,
C01157,F,Sudeste,18-25,1000.0,479,0,0,0.030328,0,0.096411,0,
C01158,F,Sul,26-40,2590.28,776,87,1,0.860615,1,0.870257,1,
C01159,F,Sudeste,26-40,3218.12,756,112,1,0.923634,1,0.899187,1,
C01160,M,Centro-Oeste,26-40,11515.07,852,102,1,0.972761,1,0.973226,1,
C01161,F,Norte,26-40,5190.72,727,0,1,0.566051,1,0.854096,1,
C01162,M,Nordeste,18-25,1327.81,720,33,0,0.463556,0,0.669344,1,
C01163,M,Nordeste,26-40,3496.57,626,67,1,0.456439,0,0.531566,1,
C01164,M,Sudeste,41-60,5435.34,697,152,1,0.910269,1,0.801352,1,
C01165,F,Norte,26-40,1550.62,412,34,0,0.012801,0,0.024072,0,
C01166,F,Nordeste,41-60,4971.81,530,155,1,0.821559,1,0.614052,1,
C01167,M,Nordeste,18-25,1311.42,639,0,1,0.175717,0,0.446982,0,
C01168,F,Sudeste,26-40,5621.55,575,0,1,0.203328,0,0.516429,1,
C01169,M,Sudeste,41-60,3203.6,620,165,0,0.767245,1,0.481919,0,
C01170,F,Sudeste,18-25,2728.89,699,0,1,0.355971,0,0.69769,1,
C01171,F,Sudeste,41-60,11851.92,643,63,1,0.701551,1,0.800251,1,
C01172,F,Nordeste,41-60,2983.26,700,141,1,0.894265,1,0.791664,1,
C01173,F,Nordeste,41-60,5726.16,719,144,1,0.942691,1,0.88298,1,
C01174,M,Norte,41-60,2056.05,452,149,1,0.24877,0,0.100504,0,
C01175,M,Norte,26-40,2811.6,652,89,0,0.771283,1,0.770491,1,
C01176,M,Nordeste,26-40,4335.34,693,116,1,0.854953,1,0.80231,1,
C01177,M,Sul,26-40,2339.09,543,62,0,0.195408,0,0.256716,0,
C01178,F,Sudeste,26-40,4674.02,888,68,1,0.96956,1,0.98121,1,
C01179,M,Sudeste,41-60,4989.83,490,139,1,0.639756,1,0.436765,0,
C01180,M,Nordeste,18-25,1676.52,813,113,0,0.836289,1,0.773932,1,
C01181,F,Sudeste,26-40,6555.38,715,59,1,0.882798,1,0.930802,1,
C01182,F,Nordeste,41-60,4304.74,579,125,0,0.46681,0,0.319192,0,
C01183,M,Sul,26-40,2319.81,559,56,1,0.108319,0,0.154037,0,
C01184,M,Nordeste,26-40,3912.15,612,71,0,0.330637,0,0.385881,0,
C01185,M,Sudeste,26-40,3719.87,518,96,0,0.237433,0,0.201782,0,
C01186,M,Centro-Oeste,41-60,5485.77,576,110,0,0.642751,1,0.56738,1,
C01187,F,Sudeste,60+,3592.97,660,168,1,0.906625,1,0.739033,1,
C01188,F,Nordeste,26-40,2753.76,758,86,1,0.842725,1,0.854919,1,
C01189,F,Centro-Oeste,26-40,8214.38,825,47,1,0.937406,1,0.972156,1,
C01190,M,Norte,18-25,1000.0,501,0,0,0.036449,0,0.115433,0,
C01191,F,Nordeste,26-40,1551.29,457,80,0,0.162578,0,0.160657,0,
C01192,F,Sul,26-40,4505.81,676,46,1,0.346508,0,0.51205,1,
C01193,F,Centro-Oeste,41-60,5506.1,728,114,1,0.929419,1,0.906839,1,
C01194,M,Nordeste,18-25,2151.26,692,28,1,0.366415,0,0.601622,1,
C01195,F,Sudeste,41-60,5477.03,749,122,1,0.944199,1,0.917557,1,
C01196,M,Sudeste,26-40,3761.65,713,105,1,0.834347,1,0.804634,1,
C01197,M,Nordeste,41-60,2454.37,507,109,0,0.430291,0,0.334387,0,
C01198,M,Sudeste,26-40,2106.82,603,20,1,0.109126,0,0.257322,0,
C01199,M,Sul,26-40,3144.98,685,66,1,0.647016,1,0.729748,1,
C01200,M,Norte,41-60,13372.93,775,207,1,0.994058,1,0.969094,1,
C01201,F,Nordeste,26-40,1774.94,542,67,0,0.120565,0,0.143114,0,
C01202,M,Sul,41-60,4380.44,699,126,0,0.839919,1,0.755784,1,
C01203,F,Sudeste,26-40,2442.6,636,32,1,0.276263,0,0.479088,0,
C01204,M,Nordeste,41-60,4620.37,638,184,0,0.830962,1,0.516956,1,
C01205,F,Nordeste,18-25,1799.91,708,13,0,0.377408,0,0.665838,1,
C01206,F,Norte,26-40,3506.61,675,80,0,0.754685,1,0.78477,1,
C01207,M,Sudeste,18-25,2403.59,575,18,0,0.215154,0,0.443993,0,
C01208,F,Norte,26-40,2709.6,626,9,1,0.326457,0,0.628183,1,
C01209,F,Sudeste,41-60,2773.85,706,183,1,0.932882,1,0.761632,1,
C01210,F,Sul,18-25,1000.0,510,3,0,0.013568,0,0.041443,0,
C01211,F,Nordeste,18-25,1737.19,701,49,0,0.26796,0,0.390997,0,
C01212,F,Nordeste,26-40,2233.36,685,29,0,0.4412,0,0.66985,1,
C01213,F,Sudeste,26-40,4638.7,465,28,0,0.078906,0,0.168895,0,
C01214,F,Sudeste,60+,3313.43,640,150,1,0.788543,1,0.587162,1,
C01215,F,Sudeste,41-60,5604.35,731,153,1,0.968642,1,0.925008,1,
C01216,F,Sudeste,26-40,6790.97,720,102,1,0.929531,1,0.922915,1,
C01217,F,Sudeste,18-25,1000.0,450,0,0,0.014654,0,0.047612,0,
C01218,M,Sudeste,41-60,1484.17,656,198,1,0.714225,1,0.284154,0,
C01219,M,Nordeste,18-25,1820.21,574,55,0,0.209685,0,0.295163,0,
C01220,F,Sudeste,26-40,2770.93,648,66,0,0.574686,1,0.658858,1,
C01221,F,Sudeste,41-60,6634.53,687,174,1,0.9182,1,0.752074,1,
C01222,M,Sudeste,26-40,1991.18,466,1,0,0.069514,0,0.209575,0,
C01223,M,Sudeste,60+,1725.78,519,207,0,0.784497,1,0.33255,0,
C01224,F,Centro-Oeste,26-40,5287.97,746,43,1,0.798991,1,0.901161,1,
C01225,M,Sudeste,26-40,5025.09,696,69,1,0.756267,1,0.820523,1,
C01226,F,Sudeste,18-25,2683.32,680,27,0,0.484472,0,0.716548,1,
C01227,F,Nordeste,26-40,2710.29,629,68,1,0.420046,0,0.485317,0,
